id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
7.9047E+17,jeremy_chauvet,RT @blairhudson: great insights from our @peppermoney speakers Mario Rehayem and @matthew_tinker at @mymgsm ____ #blockchain #smashedavo #big…,Mon Oct 24 08:30:25 +0000 2016,24/10/16 9:30,,fr,,,7.36265E+17,,"<a href=""http://captaincy.io"" rel=""nofollow"">MauriceBot</a>",http://pbs.twimg.com/profile_images/783016749948108800/h-UEHpbl_normal.jpg,1536,188,Cergy / Nantes,http://twitter.com/jeremy_chauvet/statuses/790470488388624384,"{""hashtags"":[{""text"":""blockchain"",""indices"":[111,122]},{""text"":""smashedavo"",""indices"":[123,134]}],""symbols"":[],""user_mentions"":[{""screen_name"":""blairhudson"",""name"":""Blair Hudson"",""id"":39458945,""id_str"":""39458945"",""indices"":[3,15]},{""screen_name"":""peppermoney"",""name"":""Pepper Money"",""id"":916046911,""id_str"":""916046911"",""indices"":[41,53]},{""screen_name"":""matthew_tinker"",""name"":""Matthew Tinker"",""id"":232696066,""id_str"":""232696066"",""indices"":[81,96]},{""screen_name"":""mymgsm"",""name"":""MGSM"",""id"":53329500,""id_str"":""53329500"",""indices"":[100,107]}],""urls"":[]}"
7.9047E+17,matthew_tinker,RT @blairhudson: great insights from our @peppermoney speakers Mario Rehayem and @matthew_tinker at @mymgsm ____ #blockchain #smashedavo #big…,Mon Oct 24 08:27:45 +0000 2016,24/10/16 9:27,,en,,,232696066,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/741649508472262657/acYestBp_normal.jpg,260,161,Australia,http://twitter.com/matthew_tinker/statuses/790469819929735168,"{""hashtags"":[{""text"":""blockchain"",""indices"":[111,122]},{""text"":""smashedavo"",""indices"":[123,134]}],""symbols"":[],""user_mentions"":[{""screen_name"":""blairhudson"",""name"":""Blair Hudson"",""id"":39458945,""id_str"":""39458945"",""indices"":[3,15]},{""screen_name"":""peppermoney"",""name"":""Pepper Money"",""id"":916046911,""id_str"":""916046911"",""indices"":[41,53]},{""screen_name"":""matthew_tinker"",""name"":""Matthew Tinker"",""id"":232696066,""id_str"":""232696066"",""indices"":[81,96]},{""screen_name"":""mymgsm"",""name"":""MGSM"",""id"":53329500,""id_str"":""53329500"",""indices"":[100,107]}],""urls"":[]}"
7.9047E+17,ActionVictorys,RT @blairhudson: great insights from our @peppermoney speakers Mario Rehayem and @matthew_tinker at @mymgsm ____ #blockchain #smashedavo #big…,Mon Oct 24 08:27:20 +0000 2016,24/10/16 9:27,,fr,,,7.23212E+17,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",http://pbs.twimg.com/profile_images/754563396482326528/ZnTQWyZ-_normal.jpg,2359,5000,France,http://twitter.com/ActionVictorys/statuses/790469711326744576,"{""hashtags"":[{""text"":""blockchain"",""indices"":[111,122]},{""text"":""smashedavo"",""indices"":[123,134]}],""symbols"":[],""user_mentions"":[{""screen_name"":""blairhudson"",""name"":""Blair Hudson"",""id"":39458945,""id_str"":""39458945"",""indices"":[3,15]},{""screen_name"":""peppermoney"",""name"":""Pepper Money"",""id"":916046911,""id_str"":""916046911"",""indices"":[41,53]},{""screen_name"":""matthew_tinker"",""name"":""Matthew Tinker"",""id"":232696066,""id_str"":""232696066"",""indices"":[81,96]},{""screen_name"":""mymgsm"",""name"":""MGSM"",""id"":53329500,""id_str"":""53329500"",""indices"":[100,107]}],""urls"":[]}"
7.9047E+17,bot_innovation,RT @blairhudson: great insights from our @peppermoney speakers Mario Rehayem and @matthew_tinker at @mymgsm ____ #blockchain #smashedavo #big…,Mon Oct 24 08:26:37 +0000 2016,24/10/16 9:26,,en,,,3368849687,,"<a href=""https://twitter.com/bot_innovation"" rel=""nofollow"">Francesco Bossi</a>",http://pbs.twimg.com/profile_images/619405980380622848/ljgsbkJo_normal.jpg,5328,1,,http://twitter.com/bot_innovation/statuses/790469533664317441,"{""hashtags"":[{""text"":""blockchain"",""indices"":[111,122]},{""text"":""smashedavo"",""indices"":[123,134]}],""symbols"":[],""user_mentions"":[{""screen_name"":""blairhudson"",""name"":""Blair Hudson"",""id"":39458945,""id_str"":""39458945"",""indices"":[3,15]},{""screen_name"":""peppermoney"",""name"":""Pepper Money"",""id"":916046911,""id_str"":""916046911"",""indices"":[41,53]},{""screen_name"":""matthew_tinker"",""name"":""Matthew Tinker"",""id"":232696066,""id_str"":""232696066"",""indices"":[81,96]},{""screen_name"":""mymgsm"",""name"":""MGSM"",""id"":53329500,""id_str"":""53329500"",""indices"":[100,107]}],""urls"":[]}"
7.90469E+17,blairhudson,great insights from our @peppermoney speakers Mario Rehayem and @matthew_tinker at @mymgsm ____ #blockchain… https://t.co/nzjZ6b2ZSt,Mon Oct 24 08:24:03 +0000 2016,24/10/16 9:24,,en,39458945,blairhudson,39458945,7.90463E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/776593007122391040/pfloCjzw_normal.jpg,582,174,"Sydney, Australia",http://twitter.com/blairhudson/statuses/790468888915943425,"{""hashtags"":[{""text"":""blockchain"",""indices"":[94,105]}],""symbols"":[],""user_mentions"":[{""screen_name"":""peppermoney"",""name"":""Pepper Money"",""id"":916046911,""id_str"":""916046911"",""indices"":[24,36]},{""screen_name"":""matthew_tinker"",""name"":""Matthew Tinker"",""id"":232696066,""id_str"":""232696066"",""indices"":[64,79]},{""screen_name"":""mymgsm"",""name"":""MGSM"",""id"":53329500,""id_str"":""53329500"",""indices"":[83,90]}],""urls"":[{""url"":""https://t.co/nzjZ6b2ZSt"",""expanded_url"":""https://twitter.com/i/web/status/790468888915943425"",""display_url"":""twitter.com/i/web/status/7…"",""indices"":[107,130]}]}"
7.90463E+17,garigalAnj,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 08:00:25 +0000 2016,24/10/16 9:00,,en,,,524939820,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/723463391977738240/3E52ha-M_normal.jpg,1002,2574,Great Southern Land,http://twitter.com/garigalAnj/statuses/790462939660595200,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90461E+17,HmdcruzD,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:53:05 +0000 2016,24/10/16 8:53,,en,,,2883262945,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/534104126351605760/YVDCYXHN_normal.jpeg,999,2038,"Geelong, Victoria, Australia",http://twitter.com/HmdcruzD/statuses/790461092732411904,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90461E+17,jurylady5,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:52:17 +0000 2016,24/10/16 8:52,,en,,,425580734,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",http://pbs.twimg.com/profile_images/1703995717/IMG00257-20110618-1653_normal.jpg,10713,11439,Southern hemisphere,http://twitter.com/jurylady5/statuses/790460893213577216,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90461E+17,mackaysuzie,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:52:05 +0000 2016,24/10/16 8:52,,en,,,1038235795,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/773128076850933764/Gic0RnR-_normal.jpg,3907,371,,http://twitter.com/mackaysuzie/statuses/790460843393638400,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90461E+17,MSMWatchdog2013,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:51:36 +0000 2016,24/10/16 8:51,,en-gb,,,1315921093,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/735685980754038785/mpt02KiL_normal.jpg,6076,6675,Australia,http://twitter.com/MSMWatchdog2013/statuses/790460722077655040,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90459E+17,kateauty,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:43:20 +0000 2016,24/10/16 8:43,,en,,,23390884,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",http://pbs.twimg.com/profile_images/650869630890733568/Wan78c7u_normal.jpg,2299,1605,,http://twitter.com/kateauty/statuses/790458640612233220,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90455E+17,WeTheVoters2013,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:28:26 +0000 2016,24/10/16 8:28,,en-gb,,,1287706999,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/781400031303577600/M13j7apQ_normal.jpg,9420,7999,"Melbourne, Australia",http://twitter.com/WeTheVoters2013/statuses/790454891885887489,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90452E+17,tgk3130,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:16:38 +0000 2016,24/10/16 8:16,,en,,,578438534,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/378800000550459089/3e764fc6c8d5ce443e870b6c97d42bf4_normal.jpeg,10,31,3130,http://twitter.com/tgk3130/statuses/790451921597325312,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.9045E+17,mesterman,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 07:10:48 +0000 2016,24/10/16 8:10,,en,,,14906194,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/671939010927788033/bt5pBnQl_normal.jpg,10205,9612,"Sydney, Australia",http://twitter.com/mesterman/statuses/790450453846765569,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90448E+17,MsAMOne77,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 06:59:23 +0000 2016,24/10/16 7:59,,en,,,630909797,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/733948951892623361/hxDf44A9_normal.jpg,12635,10843,"AUS, USA, SGP",http://twitter.com/MsAMOne77/statuses/790447581276975104,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
7.90447E+17,paddybts,"RT @FinancialReview: ""Did you say you wanted paprika on your #smashedavo?"" @roweafr's latest cartoon. For more: https://t.co/c2WDgg6xMJ #…",Mon Oct 24 06:58:55 +0000 2016,24/10/16 7:58,,en,,,49579094,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/548135945187258369/kKUW1I4p_normal.jpeg,920,332,S E pointy bit of mainland Oz,http://twitter.com/paddybts/statuses/790447461235949568,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[62,73]}],""symbols"":[],""user_mentions"":[{""screen_name"":""FinancialReview"",""name"":""Financial Review"",""id"":19050000,""id_str"":""19050000"",""indices"":[3,19]},{""screen_name"":""roweafr"",""name"":""david rowe"",""id"":499435681,""id_str"":""499435681"",""indices"":[76,84]}],""urls"":[{""url"":""https://t.co/c2WDgg6xMJ"",""expanded_url"":""http://bit.ly/2cedx2d"",""display_url"":""bit.ly/2cedx2d"",""indices"":[114,137]}]}"
